BTC,bitcoin
DFT,draftcoin
DRG,dragon-coins
DGS,dragonglass
DVC,dragonvein
DROP,dropil
DRXNE,droxne
DBIX,dubaicoin-dbix
DUCATO,ducato-protocol-token
DUTCH,dutch-coin
DWS,dws
DYN,dynamic
DMC,dynamiccoin
DTR,dynamic-trading-rights
DTEM,dystem
EAC,earthcoin
EARTH,earth-token
EAURIC,eauric
EBC,ebcoin
EBTC,ebtcnew
EBT,ebittree-coin
EBST,eboostcoin
EDR,endor-protocol
EDRC,edrcoin
EKT,educare
LEDU,education-ecosystem
EDU,edu-coin
EFL,e-gulden
EMC2,einsteinium
EJOY,ejoy
XEL,elastic
EL,elysia
ECA,electra
XEP,electra-protocol
EPC,electronic-pk-chain
ELE,elementrem
ELI,eligma-token
EUM,elitium
ELIX,elixir
ELLA,ellaism
ELY,elysian
EMB,embercoin
MBRS,embers
EMD,emerald
EMC,emercoin
EMRX,emirex-token
EPY,emphy
ESD,empty-set-dollar
DNA,metaverse-dualchain-network-architecture
ETT,encryptotel
EDS,endorsit
ETK,energitoken
ENGT,engagement-token
XNG,enigma
ENT,eternity
BLACK,eosblack
EOSC,eos-force
EPIC,epic-cash
EQL,equal
XEQ,equilibria
EQT,equitrader
ERA,blakestar
ERC20,erc20
ERT,eristica
ERO,eroscoin
ERY,eryllium
ESP,espers
EST,esports-token
ETBS,ethbits
ECASH,ethereumcash
ETHD,ethereum-dark
ETG,ethereum-gold
RIYA,etheriya
DICE,etheroll
ESN,ethersocial
ETHOS,ethos
ERC,europecoin
EVR,everus
EXC,eximchain
EXCL,exclusivecoin
EXMR,exmr
EXP,expanse
EXY,experty
EXRN,exrnchain
EZT,eztoken
FT,fabric-token
FACE,faceter
FCT,factom
FAIR,fairgame
FANS,fantasy-cash
FGC,fantasygold
FCN,fantomcoin
FAP,fapcoin
FTC,feathercoin
FEG,fegtoken
FO,fibos
FNX,finnexus
FTX,fintrux-network
FLOT,fire-lotto
BITCF,first-bitcoin-capital
1ST,firstblood
FLETA,fleta
FLIK,flik
FLP,flip
FLIXX,flixxo
FLO,flourmix
FYP,flypme
FNB,fnb-protocol
FNKOS,fnkos
FLDC,foldingcoin
FLG,folgory-coin
FONZ,fonziecoin
FOOD,food
FORK,forkcoin
FOTA,fortuna
FSBT,forty-seven-bank
FREED,trumpcoin
FWT,freeway-token
FREC,freyrchain
FJC,fujicoin
NTO,fujinto
FTXT,futurax
FXC,futurexcrypto
FTO,futurocoin
FXT,fuzex
FUZZ,fuzzballs
GNR,gainer
GCS,gamechain
GRLC,garlicoin
GZE,gazecoin
GCN,gcn-coin
GEERT,geertcoin
GIN,gincoin
GLA,gladius-token
GLT,globaltoken
GBX,gobyte
GB,goldblocks
GLC,goldcoin
GMX,goldmaxcoin
GP,goldpieces
GPKR,gold-poker
GRX,gold-reward-token
GOLF,golfcoin
GOLOS,golos
GBG,golos-gold
GOT,gonetwork
GOOD,goodomy
GRFT,graft
GRPH,graphcoin
GRE,greencoin
GRMD,greenmed
GRN,greenpower
GRID,grid
GRC,gridcoin
GRIM,grimcoin
GRWI,growers-international
GETX,guaranteed-ethurance-token-extra
HKN,hacken
HAC,hackspace-capital
HLC,halalchain
HALLO,halloween-coin
HPC,happycoin
HRC,haracoin
HMC,hi-mutual-society
HAV,havven
HAVY,havy
HDAC,hdac
WORM,healthywormcoin
HB,heartbout
HEAT,heat-ledger
HBZ,helbiz
HNC,huncoin
HGT,hellogold
THC,hempcoin
HER,heronode
HXX,hexx
XHI,hicoin
HIRE,hirematch
HOLD,hold
HONEY,honey
HOO,hoo-token
HZN,horizon-protocol
HUC,huntercoin
HBTC,huobi-btc
HPT,huobi-pool-token
HUR,hurify
HUSD,husd
HUSH,hush
HY,hybrix
HYC,hycon
HYD,internet-of-people
HYN,hyperion
HYP,hyperstake
I0C,i0coin
ICN,iconomi
IDXM,idex-membership
IDOL,idol-coin
IFOOD,ifoods-chain
IGG,ig-gold
IC,ignition
REX,imbrex
NKA,incakoin
INCNT,incent
IDH,indahash
INDI,indicoin
IFC,infinitecoin
IFLT,inflationcoin
INC,influence-chain
XNK,ink-protocol
INO,ino-coin
INSN,insanecoin-insn
INB,insight-chain
XNS,insolar
ISR,insureum
INT,int-chain
IIC,intelligent-investment-chain
ITT,intelligent-trading-foundation
INCX,internationalcryptox
ENIX,invacio
IDT,investdigital
IOC,iocoin
ION,ion
ITC,iot-chain
IOUX,iou
IOV,iov-blockchain
IPC,ipchain
IPSX,ip-exchange
IQ,iqcash
IQT,iquant
IRL,irishcoin
ITI,iticoin
ING,iungo
IVY,ivy
IXC,ixcoin
IXT,ixledger
JC,jesus-coin
J8T,jet8
JNT,jibrel-network
JIN,jin-coin
SWTC,jingtum-tech
J,joincoin
XJO,joulecoin
JOT,jury-online-token
JUL,justliquidity
KNDC,kanadecoin
KBC,karatgold-coin
KAYI,kayicoin
KIND,kind-ads-token
KGO,kiwigo
KSP,klayswap-protocol
KNT,kora-network-token
KOBO,kobocoin
KLN,kolion
KORE,korecoin
KBR,kubera-coin
KUN,kun
KURT,kurrent
KZC,kzcash
LALA,lala-world
TAU,lamden
PIX,lampix
LRG,largo-coin
LATX,latiumx
LA,latoken
LDC,leadcoin
LEAF,leafcoin
LND,lendingblock
LST,lendroid-support-token
LC4,leocoin
LUC,level-up
XLC,leviar
LEVO,levocoin
LGO,legolas-exchange
LIGHT,lightchain
LBTC,litebitcoin
LPC,lightpaycoin
LIKE,likecoin
LINDA,linda
LFC,linfinity
LKC,linkedcoin
LNK,link-platform
LINX,linx
DAPP,liquid-apps
LCP,litecoin-plus
LDOGE,litedoge
LIVE,live-stars
LWF,local-world-forwarders
LOCI,locicoin
LGS,logiscoin
LMC,lomocoin
LYL,loyalcoin
LUNA,luna-coin
LUN,lunyr
LUX,luxcoin
LKK,lykke
LYNX,lynx
MAG,maggie
XMG,magi
MAGN,magnetcoin
MGM,magnum
MFTU,mainstream-for-the-underground
MAP,map-protocol
MRK,mark-space
MARO,maro
MARS,marscoin
MGD,massgrid
MASH,masternet
MTNC,masternodecoin
MSCN,master-swiscoin
GUP,guppy
MTX,matryx
MAVRO,mavro
MXM,maximine-coin
MCO,crypto-com
MEDX,medx
MEDIC,mediccoin
MEESH,meesh-coin
MEETONE,meetone
MEC,megacoin
MEME,memetic
MVP,merculet
METM,metamorph
MRX,metrix-coin
MICRO,micromines
MILO,milocoin
MWC,mimblewimblecoin
MAI,mindsync
MNE,minereum
MRT,miners-reward-token
MINEX,minex
MNX,minexcoin
MRI,mirai
MOAC,moac
MGO,mobilego
MOD,modefi
MOIN,moin
MOJO,mojocoin
MOF,molecular-future
XMO,monero-original
MUE,monetaryunit
IMT,moneytoken
XMCC,monacocoin
AXPR,axpr-token
MOON,moonswap
MORE,more-coin
MORK,mork
MSP,mothership
MCC,moving-cloud-coin
MUSD,mstable-usd
MXX,multiplier
MUNT,gulden
MUSH,mushroom
MUSIC,musicoin
MCI,musiconomi
MST,mustangcoin
XMY,myriad
WISH,mywish
NGC,naga
NAM,nam-coin
NANJ,nanjcoin
NPX,napoleonx
NRVE,narrative
NTC,natcoin
NAV,nav-coin
NBAI,nebula-ai
NEOG,neo-gold
NEOS,neoscoin
NVT,nervenetwork
NET,netcoin
NETKO,netko
NEU,neumark
NRP,neural-protocol
NRO,neuro
NCC,neurochain
NTK,neurotoken
NTRN,neutron
NEVA,nevacoin
NDC,neverdie
NKC,nework
NPW,new-power-coin
NXC,nexium
NTY,nexty
NXS,nexus
NBC,niobium-coin
NOX,nitro
NIX,nix
NOBL,noblecoin
NOBS,no-bs-crypto
NLC,nolimitcoin
NVC,novacoin
NPER,nper
NLX,nullex
NMS,numus
OBSR,observer
ODN,obsidian
GBYTE,obyte
OC,oceanchain
OCE,oceanex-token
OCL,oceanlab
888,octocoin
ODE,odem
OF,ofcoin
OK,okcash
OMNI,omni
ECOM,omnitude
RNT,oneroot-network
ONL,on-live
OPC,op-coin
OPCX,opcoinx
SOS,opendao
OTN,open-trading-network
ORB,orbitcoin
ORMEUS,ormeus-coin
PCS,pabyosi-coin-special
PAC,pac-protocol
PAK,pakcoin
XPN,pantheon-x
PRG,paragon
PARETO,pareto-network
PASC,pascal-coin
PASL,pascal-lite
PYN,paycent
XPY,paycoin2
PDX,payday-coin
PFR,payfair
PMNT,paymon
PPP,paypie
PCL,peculium
PCN,peepcoin
GUESS,guess
PPY,peerplays-ppy
PENG,penguin-coin
PNT,penta
PEPECASH,pepe-cash
ASK,permission-coin
PTD,pesetacoin
PHI,phi-token
PXC,pixie-coin
PHX,phoenix-global
PHR,phore
PHO,photon
PIB,pibble
PINK,pinkcoin
PCOIN,pioneer-coin
SKULL,pirate-blocks
PIRL,pirl
PXL,pixel
PKG,pkg-token
PLC,polcoin
XPTX,platinumbar
PLTC,platoncoin
PLY,playcoin
PLACO,playercoin
IOG,playgroundz
PLX,plexcoin
POE,poet
PAL,policypal-network
PLBT,polybius
PCH,popchain
QQQ,poseidon-network
POST,postcoin
POS,postoken
POT,potcoin
PSM,prasm
PCM,precium
PRES,president-trump
PRS,pressone
PBT,primalbase
XPM,primecoin
PRIMU,primulon
PRX,printerium
PRA,prochain
PROC,procurrency
PUT,putincoin
PAI,project-pai
PGL,prospectors-gold
PRN,protean
PTT,proton-token
PROUD,proud-money
XES,proxeus
PBL,publica
PMA,pumapay
NPXS,pundi-x
PURA,pura
PUREX,purex
VIDZ,purevidz
PYLNT,pylon-network
QC,qcash
QNTU,quanta-utility-token
QAC,quasarcoin
QUBE,qube
QCX,quickx-protocol
QTCON,quiztok
QUN,qunqun
XQN,quotient
QURO,qurito
QVT,qvolta
QWARK,qwark
RBBT,rabbitcoin
RADS,radium
RKN,rakon
RTE,rate3
XRA,ratecoin
READ,read
RCT,realchain
REBL,rebl
RAE,receive-access-ecosystem
RDD,redd
RLX,relex
RNS,renos
